DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1999-9388-DJI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,DJI,Djibouti,Sub-Saharan Africa,Africa,"Ali Sabieh, Dikhil, Djibouti, Obock, Tadjourah provinces",,,Yes,No,No,1556.0,,Km2,,,,2001,6.0,,2001,,,,,100000.0,,100000.0,,,,,,,60.5035788853056,"[{""adm1_code"":1093,""adm1_name"":""Ali Sabieh""},{""adm1_code"":1094,""adm1_name"":""Dikhil""},{""adm1_code"":1095,""adm1_name"":""Djibouti""},{""adm1_code"":1096,""adm1_name"":""Obock""},{""adm1_code"":1097,""adm1_name"":""Tadjourah""}]",2006-03-01,2023-09-25
1999-9388-SDN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SDN,Sudan,Northern Africa,Africa,"Northern Darfur, Northern Kordofan, Red Sea provinces",,Food shortage|Water shortage,No,No,No,,,Km2,,,,2000,1.0,,2001,,,,,2000000.0,,2000000.0,,,,,,,58.8406484917497,"[{""adm1_code"":2757,""adm1_name"":""Northern Darfur""},{""adm1_code"":40772,""adm1_name"":""Red Sea""},{""adm1_code"":68784,""adm1_name"":""Northern Kordofan""}]",2006-03-08,2023-09-25
1999-9388-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Ceel Barde, Rab Dhuure, Tayeeglow, Xudur districts (Bakool province), Garbahaarey, Baardheere districts (Gedo province), Bay, Hiraan provinces ",,Food shortage,No,No,No,,,Km2,,,,2000,1.0,,2001,,,21.0,,1200000.0,,1200000.0,,,,,,,58.8406484917497,"[{""adm1_code"":2691,""adm1_name"":""Bay""},{""adm1_code"":2695,""adm1_name"":""Hiraan""},{""adm2_code"":25657,""adm2_name"":""Ceel Barde""},{""adm2_code"":25658,""adm2_name"":""Rab Dhuure""},{""adm2_code"":25659,""adm2_name"":""Tayeeglow""},{""adm2_code"":25661,""adm2_name"":""Xudur""},{""adm2_code"":25678,""adm2_name"":""Baardheere""},{""adm2_code"":25682,""adm2_name"":""Garbahaarey""}]",2006-03-08,2023-09-25
2000-9138-JAM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,JAM,Jamaica,Latin America and the Caribbean,Americas,"Clarendon, Hanover, Manchester, Portland, Saint Ann, Saint Catherine, Saint Elizabeth, Saint James, Saint Thomas, Trelawny, Westmoreland provinces",,,No,No,No,,,Km2,,,,2000,3.0,,2000,,,,,,,,,,,,6000.0,10197.0,58.8406484917497,"[{""adm1_code"":1636,""adm1_name"":""Clarendon""},{""adm1_code"":1637,""adm1_name"":""Hanover""},{""adm1_code"":1638,""adm1_name"":""Manchester""},{""adm1_code"":1639,""adm1_name"":""Portland""},{""adm1_code"":1641,""adm1_name"":""Saint Ann""},{""adm1_code"":1642,""adm1_name"":""Saint Catherine""},{""adm1_code"":1643,""adm1_name"":""Saint Elizabeth""},{""adm1_code"":1644,""adm1_name"":""Saint James""},{""adm1_code"":1646,""adm1_name"":""Saint Thomas""},{""adm1_code"":1647,""adm1_name"":""Trelawny""},{""adm1_code"":1648,""adm1_name"":""Westmoreland""}]",2006-02-28,2023-09-25
2000-9173-CYP,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,CYP,Cyprus,Western Asia,Asia,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces",,,No,No,No,,,Km2,,,,2000,3.0,,2000,,,,,,,,,,,,,,58.8406484917497,"[{""adm1_code"":1024,""adm1_name"":""Famgusta""},{""adm1_code"":1025,""adm1_name"":""Kyrenia""},{""adm1_code"":1026,""adm1_name"":""Larnaca""},{""adm1_code"":1027,""adm1_name"":""Limassol""},{""adm1_code"":1028,""adm1_name"":""Nicosia""},{""adm1_code"":1029,""adm1_name"":""Paphos""}]",2006-02-28,2023-09-25
2000-9186-AFG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AFG,Afghanistan,Southern Asia,Asia,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan provinces (south-west), Hirat, Farah, Badghis provinces (west), Paktika, Khost, Ghazni provinces (south), Baghlan, Kunduz, Takhar, Badakhshan provinces (north-east)",,Famine|Water shortage,No,Yes,No,715539.0,,Km2,,,,2000,5.0,,2002,,,37.0,,2580000.0,,2580000.0,,,,,50.0,85.0,58.8406484917497,"[{""adm1_code"":272,""adm1_name"":""Badakhshan""},{""adm1_code"":273,""adm1_name"":""Badghis""},{""adm1_code"":274,""adm1_name"":""Baghlan""},{""adm1_code"":277,""adm1_name"":""Farah""},{""adm1_code"":279,""adm1_name"":""Ghazni""},{""adm1_code"":281,""adm1_name"":""Hilmand""},{""adm1_code"":282,""adm1_name"":""Hirat""},{""adm1_code"":285,""adm1_name"":""Kandahar""},{""adm1_code"":287,""adm1_name"":""Khost""},{""adm1_code"":289,""adm1_name"":""Kunduz""},{""adm1_code"":293,""adm1_name"":""Nimroz""},{""adm1_code"":295,""adm1_name"":""Paktika""},{""adm1_code"":300,""adm1_name"":""Takhar""},{""adm1_code"":303,""adm1_name"":""Zabul""},{""adm1_code"":99881,""adm1_name"":""Uruzgan""}]",2008-01-03,2023-09-25
2000-9186-TJK,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,TJK,Tajikistan,Central Asia,Asia,"Kabodien, Shaartuskiy, Jilikul, Ghozimalik, Kumsangirskiy, Piynjskiy districts (Khatlon province), Gorno Badakhshan Autonomous Oblast (Badakhshoni Kuni province), Leninabad Oblast (Sogd province)",Dry and hot weather,,Yes,No,No,15918.0,2500.0,Km2,,,,2000,5.0,,2001,,,,,3000000.0,,3000000.0,,,,,57000.0,96872.0,58.8406484917497,"[{""adm1_code"":2847,""adm1_name"":""Badakhshoni Kuni""},{""adm1_code"":2849,""adm1_name"":""Sogd""},{""adm2_code"":37585,""adm2_name"":""Ghozimalik""},{""adm2_code"":37587,""adm2_name"":""Jilikul""},{""adm2_code"":37588,""adm2_name"":""Kabodien""},{""adm2_code"":37591,""adm2_name"":""Kumsangirskiy""},{""adm2_code"":37596,""adm2_name"":""Piynjskiy""},{""adm2_code"":37597,""adm2_name"":""Shaartuskiy""}]",2008-01-03,2023-09-25
2000-9222-IND,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,IND,India,Southern Asia,Asia,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",,Food shortage|Heat wave,No,No,Yes,2247.0,,Km2,,,,2000,4.0,,2001,,,20.0,,50000000.0,,50000000.0,,,,,588000.0,999309.0,58.8406484917497,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",2008-01-03,2023-09-25
2000-9267-CHN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,CHN,China,Eastern Asia,Asia,"Jilin Sheng, Jiangxi Sheng, Anhui Sheng provinces",,,No,No,No,,32650.0,Km2,,,,2000,4.0,,2000,,,,,15000000.0,,15000000.0,,,,,796115.0,1353002.0,58.8406484917497,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""}]",2006-02-28,2023-09-25
2000-9309-MDG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MDG,Madagascar,Sub-Saharan Africa,Africa,"Ambovombe-Androy, Bekily, Beloha, Tsihombe districts (Androy province), Amboasary-Atsimo ditrict (Anosy province), Ampanihy Ouest district (Atsimo Andrefana province), Ambatatondraza, Amparafaravola, Andilamena, district (Alaotra Mangoro province), Vatomandry, Marolambo, Antanambao Manamposty districts (Atsinanana province), Antsirabe I, Antsirable II, Faratsiho, Antanifotsy, Betafo districts (Vakinankaratra province)",,,No,No,No,420.0,,Km2,,,,2000,6.0,,2000,,,,,231290.0,,231290.0,,,,,,,58.8406484917497,"[{""adm2_code"":154509,""adm2_name"":""Ambatondrazaka""},{""adm2_code"":154510,""adm2_name"":""Amparafaravola""},{""adm2_code"":154511,""adm2_name"":""Andilamena""},{""adm2_code"":154531,""adm2_name"":""Ambovombe-Androy""},{""adm2_code"":154532,""adm2_name"":""Bekily""},{""adm2_code"":154533,""adm2_name"":""Beloha""},{""adm2_code"":154534,""adm2_name"":""Tsihombe""},{""adm2_code"":154535,""adm2_name"":""Amboasary-Atsimo""},{""adm2_code"":154538,""adm2_name"":""Ampanihy Ouest""},{""adm2_code"":154552,""adm2_name"":""Antanambao Manampontsy""},{""adm2_code"":154555,""adm2_name"":""Marolambo""},{""adm2_code"":154558,""adm2_name"":""Vatomandry""},{""adm2_code"":123868,""adm2_name"":""Betafo""},{""adm2_code"":154607,""adm2_name"":""Antanifotsy""},{""adm2_code"":154608,""adm2_name"":""Antsirabe I""},{""adm2_code"":154609,""adm2_name"":""Antsirabe II""},{""adm2_code"":154610,""adm2_name"":""Faratsiho""}]",2008-01-03,2023-09-25
2000-9318-MDA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MDA,Republic of Moldova,Eastern Europe,Europe,"Balti, Cahul, Chisinau, Dubasari, Edinet, Gagauzia, Lapusna, Orhei, Soroca, Tighina, Ungheni provinces",,,No,No,No,,,Km2,,,,2000,5.0,,2000,6.0,,2.0,,,,,,,,,,,58.8406484917497,"[{""adm1_code"":2062,""adm1_name"":""Balti""},{""adm1_code"":2063,""adm1_name"":""Cahul""},{""adm1_code"":2064,""adm1_name"":""Chisinau""},{""adm1_code"":2066,""adm1_name"":""Dubasari""},{""adm1_code"":2067,""adm1_name"":""Edinet""},{""adm1_code"":2068,""adm1_name"":""Gagauzia""},{""adm1_code"":2069,""adm1_name"":""Lapusna""},{""adm1_code"":2070,""adm1_name"":""Orhei""},{""adm1_code"":2071,""adm1_name"":""Soroca""},{""adm1_code"":2072,""adm1_name"":""Tighina""},{""adm1_code"":2073,""adm1_name"":""Ungheni""}]",2006-09-14,2023-09-25
2000-9327-JOR,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,JOR,Jordan,Western Asia,Asia,"Ajloon, Amman, Aqaba, Balqa, Irbid, Jarash, Karak, Ma'an, Madaba, Mafraq, Tafiela, Zarqa provinces",,,No,No,No,,,Km2,,,,2000,8.0,,2000,,,,,150000.0,,150000.0,,,,,,,58.8406484917497,"[{""adm1_code"":1701,""adm1_name"":""Ajloon""},{""adm1_code"":1702,""adm1_name"":""Balqa""},{""adm1_code"":1703,""adm1_name"":""Aqaba""},{""adm1_code"":1704,""adm1_name"":""Karak""},{""adm1_code"":1705,""adm1_name"":""Amman""},{""adm1_code"":1706,""adm1_name"":""Tafiela""},{""adm1_code"":1707,""adm1_name"":""Irbid""},{""adm1_code"":1708,""adm1_name"":""Jarash""},{""adm1_code"":1709,""adm1_name"":""Ma'an""},{""adm1_code"":1710,""adm1_name"":""Madaba""},{""adm1_code"":1711,""adm1_name"":""Mafraq""},{""adm1_code"":1712,""adm1_name"":""Zarqa""}]",2006-02-28,2023-09-25
2000-9328-ROU,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ROU,Romania,Eastern Europe,Europe,"Dolj, Mehedinti, Teleorman, Olt, Constanta, Braila, Vaslui, Botosani provinces",,,No,No,No,,26000.0,Km2,,,,2000,6.0,,2000,,,,,,,,,,,,500000.0,849753.0,58.8406484917497,"[{""adm1_code"":2452,""adm1_name"":""Botosani""},{""adm1_code"":2453,""adm1_name"":""Braila""},{""adm1_code"":2460,""adm1_name"":""Constanta""},{""adm1_code"":2463,""adm1_name"":""Dolj""},{""adm1_code"":2472,""adm1_name"":""Mehedinti""},{""adm1_code"":2475,""adm1_name"":""Olt""},{""adm1_code"":2481,""adm1_name"":""Teleorman""},{""adm1_code"":2484,""adm1_name"":""Vaslui""}]",2006-02-28,2023-09-25
2000-9339-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,"South Carolina, Georgia, Alabama, Florida, Louisiana, Texas provinces",,,No,No,Yes,,,Km2,,,,2000,6.0,,2002,,,,,,,,,,,,1100000.0,1869456.0,58.8406484917497,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2006-02-28,2023-09-25
2000-9494-UZB,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,UZB,Uzbekistan,Central Asia,Asia,"Karakalpakstan, Khorezm provinces",,,Yes,No,No,3.0,860.0,Km2,,,,2000,8.0,,2001,8.0,,,,600000.0,,600000.0,,,,,50000.0,84975.0,58.8406484917497,"[{""adm1_code"":3287,""adm1_name"":""Karakalpakstan""},{""adm1_code"":3289,""adm1_name"":""Khorezm""}]",2008-01-03,2023-09-25
2000-9495-ARM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ARM,Armenia,Western Asia,Asia,"Ararat, Armavir, Gergharkunik, Aragatsotn, Shirak, Kotayk, Tavush, Lori provinces",,Heat wave,No,Yes,No,16545.0,1720.0,Km2,,,,2000,6.0,,2000,,,,,297000.0,,297000.0,,,,,100000.0,169951.0,58.8406484917497,"[{""adm1_code"":453,""adm1_name"":""Aragatsotn""},{""adm1_code"":454,""adm1_name"":""Ararat""},{""adm1_code"":455,""adm1_name"":""Armavir""},{""adm1_code"":456,""adm1_name"":""Gergharkunik""},{""adm1_code"":457,""adm1_name"":""Kotayk""},{""adm1_code"":458,""adm1_name"":""Lori""},{""adm1_code"":460,""adm1_name"":""Shirak""},{""adm1_code"":462,""adm1_name"":""Tavush""}]",2008-01-03,2023-09-25
2000-9495-AZE,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AZE,Azerbaijan,Western Asia,Asia,"Absheron, Aran, Daghlig Shirvan, Ganja-Gazakh, Guba-Khachmaz, Kalbajar-Lachin, Lankaran, Nakhchivan, Shaki-Zaqatala, Yukhari Garabakh provinces",,,No,No,No,,,Km2,,,,2000,10.0,,2000,,,,,,,,,,,,100000.0,169951.0,58.8406484917497,"[{""adm1_code"":147297,""adm1_name"":""Absheron""},{""adm1_code"":147298,""adm1_name"":""Aran""},{""adm1_code"":147299,""adm1_name"":""Daghlig Shirvan""},{""adm1_code"":147300,""adm1_name"":""Ganja-Gazakh""},{""adm1_code"":147301,""adm1_name"":""Guba-Khachmaz""},{""adm1_code"":147302,""adm1_name"":""Kalbajar-Lachin""},{""adm1_code"":147303,""adm1_name"":""Lankaran""},{""adm1_code"":147304,""adm1_name"":""Nakhchivan""},{""adm1_code"":147305,""adm1_name"":""Shaki-Zaqatala""},{""adm1_code"":147306,""adm1_name"":""Yukhari Garabakh""}]",2006-10-26,2023-09-25
2000-9495-GEO,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,GEO,Georgia,Western Asia,Asia,"Kakheti, Kvemo Kartli, Samtskhe-Javakheti, Mtskheta-Mtianeti, Shida Kartli, Imereti provinces",,,Yes,No,Yes,10046.0,,Km2,,,,2000,8.0,,2001,,,,,696000.0,,696000.0,,,,,200000.0,339901.0,58.8406484917497,"[{""adm1_code"":1299,""adm1_name"":""Imereti""},{""adm1_code"":1300,""adm1_name"":""Kakheti""},{""adm1_code"":1301,""adm1_name"":""Kvemo Kartli""},{""adm1_code"":1302,""adm1_name"":""Mtskheta-Mtianeti""},{""adm1_code"":1305,""adm1_name"":""Samtskhe-Javakheti""},{""adm1_code"":1306,""adm1_name"":""Shida Kartli""}]",2008-01-03,2023-09-25
2000-9496-CUB,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,CUB,Cuba,Latin America and the Caribbean,Americas,"Guantanamo, Santiago De Cuba, Las Tunas, Camaguey provinces",,,No,No,Yes,,,Km2,,,,2000,8.0,,2001,,,,,,,,,,,,,,58.8406484917497,"[{""adm1_code"":1009,""adm1_name"":""Camaguey""},{""adm1_code"":1014,""adm1_name"":""Guantanamo""},{""adm1_code"":1018,""adm1_name"":""Las Tunas""},{""adm1_code"":1022,""adm1_name"":""Santiago De Cuba""}]",2006-02-28,2023-09-25
2000-9531-CHN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,CHN,China,Eastern Asia,Asia,Nei Mongol Zizhiqu province,,,No,No,No,,26000.0,Km2,,,,2000,8.0,,2000,,,,,5000000.0,,5000000.0,,,,,,,58.8406484917497,"[{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""}]",2006-02-28,2023-09-25
2000-9537-BIH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BIH,Bosnia and Herzegovina,Southern Europe,Europe,"Federacija Bosne I Hercegovine, Republika Srpska provinces",Lack of rain,Heat wave,No,No,No,,,Km2,,,,2000,8.0,,2000,,,,,,,,,,,,158000.0,268522.0,58.8406484917497,"[{""adm1_code"":652,""adm1_name"":""Federacija Bosne I Hercegovine""},{""adm1_code"":653,""adm1_name"":""Republika Srpska""}]",2006-02-28,2023-09-25
2000-9604-MNG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MNG,Mongolia,Eastern Asia,Asia,"Guulin town (Delger district, Govi-Altai province), Galshir district (Xentii province), Ider district (Zavxan province), Mo'st, Manxan, Bulgan, U'yench district (Xovd province), Bugat, Jargalan districts (Govi-Altai province), Bogd, Jinst, Baacagaan, Bayan-O'ndor districts (Bayanxongor province), Bayandelger, Tu'vshinshiree, Uulbayan, Asgat districts (Su'xbaatar province), Dornogovi, Dundgovi, O'mnogovi provinces",,Wildfire,No,No,No,,,Km2,,,,2000,2.0,,2002,,,,,450000.0,,450000.0,,,,,,,58.8406484917497,"[{""adm1_code"":2082,""adm1_name"":""Dornogovi""},{""adm1_code"":2083,""adm1_name"":""Dundgovi""},{""adm1_code"":2089,""adm1_name"":""O'mnogovi""},{""adm2_code"":21486,""adm2_name"":""Bayan-O'ndor""},{""adm2_code"":21487,""adm2_name"":""Baacagaan""},{""adm2_code"":21492,""adm2_name"":""Bogd""},{""adm2_code"":21500,""adm2_name"":""Jinst""},{""adm2_code"":21571,""adm2_name"":""Bugat""},{""adm2_code"":21574,""adm2_name"":""Delger""},{""adm2_code"":21578,""adm2_name"":""Jargalan""},{""adm2_code"":21597,""adm2_name"":""Galshir""},{""adm2_code"":21609,""adm2_name"":""Bulgan""},{""adm2_code"":21617,""adm2_name"":""Manxan""},{""adm2_code"":21619,""adm2_name"":""Mo'st""},{""adm2_code"":21622,""adm2_name"":""U'yench""},{""adm2_code"":21695,""adm2_name"":""Asgat""},{""adm2_code"":21696,""adm2_name"":""Bayandelger""},{""adm2_code"":21707,""adm2_name"":""Tu'vshinshiree""},{""adm2_code"":21708,""adm2_name"":""Uulbayan""},{""adm2_code"":21763,""adm2_name"":""Ider""}]",2006-10-26,2023-09-25
2000-9626-CHN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,CHN,China,Eastern Asia,Asia,Guangdong Sheng province,,,No,No,No,,900.0,Km2,,,,2000,9.0,,2000,,,,,,,,,,,,,,58.8406484917497,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""}]",2006-02-28,2023-09-25
2000-9712-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,Wyoming province,,Wildfire,No,No,No,,,Km2,,,,2000,11.0,,2000,,,,,,,,,,,,,,58.8406484917497,"[{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2006-02-28,2023-09-25
2000-9788-BGR,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BGR,Bulgaria,Eastern Europe,Europe,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca",,,No,No,No,,,Km2,,,,2000,3.0,,2001,,,,,,,,,,,,,,58.8406484917497,,2006-02-28,2023-09-25
2000-9860-HND,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,HND,Honduras,Latin America and the Caribbean,Americas,"Montana de la Flor area (Marale district, Francisco Morazan province)",,Famine,No,No,No,,,Km2,,,,2000,7.0,,2000,,,,,1125.0,,1125.0,,,,,,,58.8406484917497,"[{""adm2_code"":17308,""adm2_name"":""Marale""}]",2006-02-28,2023-09-25
2000-9860-NIC,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,NIC,Nicaragua,Latin America and the Caribbean,Americas,"Atlantico Norte, Jinotega, Nueva Segovia provinces",,Famine,No,No,No,,,Km2,,,,2000,7.0,,2000,,,,,,,,,,,,,,58.8406484917497,"[{""adm1_code"":2185,""adm1_name"":""Atlantico Norte""},{""adm1_code"":2193,""adm1_name"":""Jinotega""},{""adm1_code"":2199,""adm1_name"":""Nueva Segovia""}]",2006-02-28,2023-09-25
2000-9881-BOL,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,Gran Chaco district (Tarija province),,,Yes,No,No,,,Km2,,,,2000,4.0,,2000,,,,,20000.0,,20000.0,,,,,,,58.8406484917497,"[{""adm2_code"":40539,""adm2_name"":""Gran Chaco""}]",2006-10-09,2023-09-25
2001-9044-BFA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BFA,Burkina Faso,Sub-Saharan Africa,Africa,Plateau Central province,,,No,No,No,,,Km2,,,,2001,4.0,,2001,,,,,,,,,,,,,,60.5035788853056,"[{""adm1_code"":40286,""adm1_name"":""Plateau Central""}]",2006-10-26,2023-09-25
2001-9044-MLI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MLI,Mali,Sub-Saharan Africa,Africa,"Bamako, Gao, Kayes, Koulikoro, Mopti, Segou, Sikasso provinces; Dire, Gourma-Rharous, Niafunke districts (Tombouctou province) (South/Sahel region)",,Famine,No,No,No,,,Km2,,,,2001,4.0,,2001,,,,,,,,,,,,,,60.5035788853056,"[{""adm1_code"":1926,""adm1_name"":""Bamako""},{""adm1_code"":1927,""adm1_name"":""Gao""},{""adm1_code"":1928,""adm1_name"":""Kayes""},{""adm1_code"":1930,""adm1_name"":""Koulikoro""},{""adm1_code"":1931,""adm1_name"":""Mopti""},{""adm1_code"":1932,""adm1_name"":""Segou""},{""adm1_code"":1933,""adm1_name"":""Sikasso""},{""adm2_code"":19416,""adm2_name"":""Dire""},{""adm2_code"":19418,""adm2_name"":""Gourma-Rharous""},{""adm2_code"":19419,""adm2_name"":""Niafunke""}]",2006-10-26,2023-09-25
2001-9044-NER,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,NER,Niger,Sub-Saharan Africa,Africa,"Ibanka, Rouafi I, Rouafi II, Chinagamane villages (Filingue district, Tillaberi province), Sabara I (Dogondoutchi district, Dosso province), Sabara II (Niamey province), Ayawa (Ouallam district, Tillaberi province), Kabefo (Tillaberi district, Tillaberi province), Dinkihmi villages (not found).",,Famine,No,No,Yes,,,Km2,,,,2001,4.0,,2002,,,,,3584558.0,,3584558.0,,,,,,,60.5035788853056,"[{""adm1_code"":2204,""adm1_name"":""Dosso""},{""adm1_code"":2206,""adm1_name"":""Niamey""},{""adm1_code"":2208,""adm1_name"":""Tillaberi""}]",2006-10-26,2023-09-25
2001-9044-TCD,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,TCD,Chad,Sub-Saharan Africa,Africa,"Guera, Biltine, Ouaddaï, Assongha, Batha-Est, Batha-ouest provinces",,Food shortage,Yes,No,No,,,Km2,,,,2001,1.0,,2001,,,,,800000.0,,800000.0,,,,,,,60.5035788853056,"[{""adm1_code"":870,""adm1_name"":""Biltine""},{""adm1_code"":873,""adm1_name"":""Guera""},{""adm1_code"":12904,""adm1_name"":""Batha Est""},{""adm1_code"":12905,""adm1_name"":""Batha Ouest""},{""adm1_code"":12926,""adm1_name"":""Assongha""},{""adm1_code"":12927,""adm1_name"":""Ouaddai""}]",2006-10-26,2023-09-25
2001-9048-MOZ,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MOZ,Mozambique,Sub-Saharan Africa,Africa,Inhambane province,,,No,No,No,,,Km2,,,,2001,1.0,,2001,,,,,100000.0,,100000.0,,,,,,,60.5035788853056,"[{""adm1_code"":2114,""adm1_name"":""Inhambane""}]",2006-02-27,2023-09-25
2001-9067-CMR,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,CMR,Cameroon,Sub-Saharan Africa,Africa,Nord province,,,No,No,No,,,Km2,,,,2001,1.0,,2001,,,,,,,,,,,,,,60.5035788853056,"[{""adm1_code"":820,""adm1_name"":""Nord""}]",2006-02-27,2023-09-25
2001-9122-MOZ,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MOZ,Mozambique,Sub-Saharan Africa,Africa,"Maputo, Gaza, Inhambane, Sofala, Tete, Zambezia provinces",,,No,No,No,,900.0,Km2,,,,2002,3.0,,2002,,,9.0,,600000.0,,600000.0,,,,,,,61.4631882611914,"[{""adm1_code"":2113,""adm1_name"":""Gaza""},{""adm1_code"":2114,""adm1_name"":""Inhambane""},{""adm1_code"":2120,""adm1_name"":""Sofala""},{""adm1_code"":2121,""adm1_name"":""Tete""},{""adm1_code"":2122,""adm1_name"":""Zambezia""},{""adm1_code"":41373,""adm1_name"":""Maputo""}]",2007-03-27,2023-09-25
