Disaster Type,Magnitude,Magnitude Scale,Minimum Temperature,Maximum Temperature,Dew Point,Temperature,Wind Speed Min,Wind Speed Max,Wind Speed Mean,Wind Direction,Relative Humidity Min,Relative Humidity Max,Relative Humidity Mean,Weather Type,Precipitation,Cloud Cover,Sea Level Pressure,Precipitation Cover
Flood,283800.0,Km2,42.2,53.0,42.2,46.8,0.0,11.2,2.2,190.0,66.19,93.28,84.58,Rain Showers,0.62,90.0,,37.5
Flood,283800.0,Km2,44.3,52.1,43.1,47.2,0.0,17.9,8.1,114.0,74.83,92.72,86.04,Rain Showers,0.08,90.0,,12.5
Flood,283800.0,Km2,44.0,54.6,42.3,48.2,0.0,17.9,6.4,106.0,69.17,88.35,80.21,Rain Showers,0.14,88.8,,37.5
Flood,283800.0,Km2,43.4,54.8,42.0,47.3,0.0,13.4,3.1,155.0,66.86,91.39,82.15,,0.02,78.8,,12.5
Flood,283800.0,Km2,42.5,50.6,41.6,46.7,0.0,20.1,4.5,133.33,74.65,88.9,82.57,Rain Showers,0.08,78.8,,12.5
Flood,283800.0,Km2,43.1,53.9,42.5,47.5,0.0,17.9,7.8,130.0,70.05,92.69,83.08,Rain Showers,0.02,77.5,,25.0
Flood,283800.0,Km2,43.4,51.5,41.9,47.2,0.0,15.7,7.3,120.0,72.24,90.13,81.97,Rain Showers,0.2,88.8,,25.0
Flood,283800.0,Km2,42.5,56.6,41.1,49.2,0.0,13.4,6.2,158.0,59.61,88.84,74.39,Rain Showers,0.12,87.5,,12.5
Flood,283800.0,Km2,44.0,57.3,43.5,49.2,0.0,17.9,7.3,112.0,69.17,92.69,81.19,Rain Showers,0.16,88.8,,25.0
Flood,283800.0,Km2,44.0,55.5,42.5,48.0,0.0,11.2,2.8,150.0,60.79,92.1,82.05,Rain Showers,0.12,90.0,,25.0
Flood,283800.0,Km2,41.6,53.7,41.5,47.6,0.0,15.7,6.4,125.0,67.19,90.17,79.93,Rain Showers,0.35,80.0,,37.5
Flood,283800.0,Km2,42.2,51.0,40.7,46.0,0.0,13.4,6.2,137.5,71.69,90.14,81.75,Rain Showers,0.08,91.3,,12.5
Flood,283800.0,Km2,40.7,49.7,40.3,45.4,0.0,17.9,3.6,156.67,73.57,93.31,82.5,Rain Showers,0.24,90.0,,12.5
Flood,283800.0,Km2,42.5,51.9,41.5,46.4,0.0,15.7,3.9,130.0,65.6,94.61,83.48,Rain Showers,0.37,88.8,,37.5
Flood,283800.0,Km2,42.2,49.7,40.8,45.5,0.0,11.2,4.2,188.0,73.39,90.81,84.2,Rain Showers,0.16,78.8,,12.5
Flood,283800.0,Km2,42.0,49.4,40.4,44.8,0.0,17.9,4.2,146.67,73.03,93.28,84.92,"Rain Showers, Light Rain",0.28,85.0,,12.5
Flood,283800.0,Km2,39.5,56.6,40.2,46.6,0.0,13.4,6.2,135.0,64.6,94.55,79.11,,0.0,71.3,,0.0
Flood,283800.0,Km2,44.0,53.9,41.5,47.2,0.0,17.9,5.0,100.0,70.05,87.11,80.75,Rain Showers,0.12,87.5,,12.5
Flood,283800.0,Km2,42.2,53.0,40.3,46.9,0.0,17.9,7.0,122.0,65.86,90.08,78.13,Rain Showers,0.2,90.0,,25.0
Flood,67570.0,Km2,74.4,82.5,74.3,76.5,0.0,5.8,1.2,160.0,78.93,97.63,93.14,"Mist, Precipitation In Vicinity, Rain, Light Rain",3.81,99.0,1008.8,61.54
Flood,67570.0,Km2,74.0,78.9,73.9,76.3,0.0,3.4,1.0,243.43,83.46,97.99,92.4,"Mist, Rain, Light Rain",2.38,99.8,1010.0,53.85
Flood,67570.0,Km2,73.5,79.4,74.5,76.5,0.0,5.8,1.0,228.8,86.36,98.12,93.62,"Mist, Rain, Light Rain",0.23,99.2,1009.7,28.57
Flood,67570.0,Km2,73.7,84.3,73.9,78.7,0.0,13.9,3.8,99.57,74.31,96.93,85.66,"Mist, Light Rain, Sky Coverage Increasing",0.07,95.6,1008.5,38.46
Flood,67570.0,Km2,75.2,79.8,74.6,77.2,0.0,13.9,4.1,90.7,85.85,97.47,91.82,"Mist, Rain, Light Rain",0.45,99.7,1009.0,42.86
Flood,67570.0,Km2,74.9,86.1,74.8,79.4,0.0,11.4,3.9,100.08,70.3,95.17,86.4,"Mist, Light Rain",1.31,99.9,1010.4,46.67
Flood,67570.0,Km2,73.7,78.9,74.1,75.9,0.0,9.2,2.4,123.11,88.76,100.0,94.25,"Mist, Rain, Light Rain",3.66,100.0,1011.1,57.14
Flood,67570.0,Km2,73.3,80.7,74.1,76.7,0.0,4.7,1.1,207.17,83.68,97.63,91.84,"Mist, Rain, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",1.34,98.4,1010.5,53.33
Flood,67570.0,Km2,73.5,86.1,73.9,78.9,0.0,9.2,2.8,86.0,67.34,100.0,85.45,"Mist, Rain, Fog, Light Rain",0.3,84.1,1010.4,20.0
Flood,67570.0,Km2,73.1,87.9,73.2,80.8,0.0,9.2,4.1,117.55,61.19,94.84,78.91,"Mist, Fog",0.0,64.4,1010.8,0.0
Flood,67570.0,Km2,72.2,87.9,72.3,80.9,0.0,8.1,3.2,97.0,59.28,94.39,76.25,Mist,0.0,64.0,1012.0,0.0
Flood,67570.0,Km2,73.0,87.9,72.9,79.3,0.0,7.9,2.4,61.75,66.39,94.15,81.53,"Mist, Sky Coverage Decreasing, Sky Unchanged",0.0,81.6,1013.7,7.14
Flood,67570.0,Km2,72.7,84.8,71.2,77.6,0.0,10.8,2.4,121.0,63.35,94.11,81.37,"Mist, Fog, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,93.9,1014.0,14.29
Flood,67570.0,Km2,71.9,84.3,70.8,78.1,0.0,17.2,6.2,63.42,60.12,94.11,79.33,"Mist, Rain, Light Rain, Smoke Or Haze",0.03,89.4,1013.4,13.33
Flood,67570.0,Km2,68.1,86.1,69.7,77.5,0.0,9.5,4.0,93.18,56.03,100.0,78.01,"Mist, Fog, Light Rain, Smoke Or Haze",0.0,82.9,1013.3,0.0
Flood,67570.0,Km2,71.7,82.0,70.7,76.5,0.0,11.4,5.6,114.0,64.97,100.0,83.05,"Mist, Light Rain, Smoke Or Haze",0.08,89.0,1014.8,20.0
Flood,67570.0,Km2,71.7,82.5,71.8,75.3,0.0,10.3,3.5,124.64,69.05,100.0,89.67,"Mist, Rain, Light Rain, Smoke Or Haze",0.09,99.0,1016.0,26.67
Flood,67570.0,Km2,69.9,79.3,69.9,72.9,0.0,8.7,3.3,160.85,71.6,100.0,90.66,"Mist, Rain, Light Rain",0.47,99.9,1016.1,50.0
Flood,67570.0,Km2,68.1,84.0,69.7,75.3,0.0,11.4,4.2,126.0,56.88,100.0,83.75,"Mist, Precipitation In Vicinity, Light Rain, Smoke Or Haze",0.02,91.7,1015.5,12.5
Flood,67570.0,Km2,72.6,80.7,70.6,76.0,0.0,6.9,3.4,95.89,67.63,94.11,83.61,Mist,0.01,85.7,1016.2,18.18
Flood,67570.0,Km2,71.7,82.3,71.3,77.0,0.0,9.2,3.5,67.86,68.66,94.81,83.26,"Mist, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.09,86.7,1014.9,44.44
Flood,67570.0,Km2,73.5,84.1,71.1,78.0,0.0,10.3,4.4,113.0,63.4,93.17,80.24,"Mist, Light Rain, Smoke Or Haze",0.02,67.3,1014.2,20.0
Flood,67570.0,Km2,69.5,86.4,69.3,77.4,0.0,7.5,2.6,94.67,54.82,95.14,77.87,"Mist, Smoke Or Haze",0.0,46.3,1012.9,0.0
Flood,,Km2,74.0,78.9,73.9,76.3,0.0,3.4,1.0,243.43,83.46,97.99,92.4,"Mist, Rain, Light Rain",2.38,99.8,1010.0,53.85
Flood,,Km2,73.5,79.4,74.5,76.5,0.0,5.8,1.0,228.8,86.36,98.12,93.62,"Mist, Rain, Light Rain",0.23,99.2,1009.7,28.57
Flood,,Km2,73.7,84.3,73.9,78.7,0.0,13.9,3.8,99.57,74.31,96.93,85.66,"Mist, Light Rain, Sky Coverage Increasing",0.07,95.6,1008.5,38.46
Flood,,Km2,75.2,79.8,74.6,77.2,0.0,13.9,4.1,90.7,85.85,97.47,91.82,"Mist, Rain, Light Rain",0.45,99.7,1009.0,42.86
Flood,,Km2,74.9,86.1,74.8,79.4,0.0,11.4,3.9,100.08,70.3,95.17,86.4,"Mist, Light Rain",1.31,99.9,1010.4,46.67
Flood,,Km2,73.7,78.9,74.1,75.9,0.0,9.2,2.4,123.11,88.76,100.0,94.25,"Mist, Rain, Light Rain",3.66,100.0,1011.1,57.14
Flood,,Km2,73.3,80.7,74.1,76.7,0.0,4.7,1.1,207.17,83.68,97.63,91.84,"Mist, Rain, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",1.34,98.4,1010.5,53.33
Flood,,Km2,73.5,86.1,73.9,78.9,0.0,9.2,2.8,86.0,67.34,100.0,85.45,"Mist, Rain, Fog, Light Rain",0.3,84.1,1010.4,20.0
Flood,,Km2,73.1,87.9,73.2,80.8,0.0,9.2,4.1,117.55,61.19,94.84,78.91,"Mist, Fog",0.0,64.4,1010.8,0.0
Flood,,Km2,72.2,87.9,72.3,80.9,0.0,8.1,3.2,97.0,59.28,94.39,76.25,Mist,0.0,64.0,1012.0,0.0
Flood,,Km2,73.0,87.9,72.9,79.3,0.0,7.9,2.4,61.75,66.39,94.15,81.53,"Mist, Sky Coverage Decreasing, Sky Unchanged",0.0,81.6,1013.7,7.14
Flood,,Km2,72.7,84.8,71.2,77.6,0.0,10.8,2.4,121.0,63.35,94.11,81.37,"Mist, Fog, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,93.9,1014.0,14.29
Flood,,Km2,71.9,84.3,70.8,78.1,0.0,17.2,6.2,63.42,60.12,94.11,79.33,"Mist, Rain, Light Rain, Smoke Or Haze",0.03,89.4,1013.4,13.33
Flood,,Km2,68.1,86.1,69.7,77.5,0.0,9.5,4.0,93.18,56.03,100.0,78.01,"Mist, Fog, Light Rain, Smoke Or Haze",0.0,82.9,1013.3,0.0
Flood,,Km2,71.7,82.0,70.7,76.5,0.0,11.4,5.6,114.0,64.97,100.0,83.05,"Mist, Light Rain, Smoke Or Haze",0.08,89.0,1014.8,20.0
Flood,,Km2,71.7,82.5,71.8,75.3,0.0,10.3,3.5,124.64,69.05,100.0,89.67,"Mist, Rain, Light Rain, Smoke Or Haze",0.09,99.0,1016.0,26.67
Flood,,Km2,69.9,79.3,69.9,72.9,0.0,8.7,3.3,160.85,71.6,100.0,90.66,"Mist, Rain, Light Rain",0.47,99.9,1016.1,50.0
Flood,,Km2,68.1,84.0,69.7,75.3,0.0,11.4,4.2,126.0,56.88,100.0,83.75,"Mist, Precipitation In Vicinity, Light Rain, Smoke Or Haze",0.02,91.7,1015.5,12.5
Flood,,Km2,72.6,80.7,70.6,76.0,0.0,6.9,3.4,95.89,67.63,94.11,83.61,Mist,0.01,85.7,1016.2,18.18
Flood,,Km2,71.7,82.3,71.3,77.0,0.0,9.2,3.5,67.86,68.66,94.81,83.26,"Mist, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.09,86.7,1014.9,44.44
Flood,,Km2,73.5,84.1,71.1,78.0,0.0,10.3,4.4,113.0,63.4,93.17,80.24,"Mist, Light Rain, Smoke Or Haze",0.02,67.3,1014.2,20.0
Flood,,Km2,69.5,86.4,69.3,77.4,0.0,7.5,2.6,94.67,54.82,95.14,77.87,"Mist, Smoke Or Haze",0.0,46.3,1012.9,0.0
Flood,35110.0,Km2,32.9,45.8,38.1,40.9,3.6,22.3,10.1,193.83,77.49,96.78,90.07,"Mist, Rain, Fog, Heavy Rain, Light Rain",1.13,75.3,1019.0,58.33
Flood,35110.0,Km2,32.0,40.5,30.0,36.0,1.2,13.4,7.8,156.08,65.03,91.41,78.89,"Mist, Fog, Light Rain",0.03,45.1,1022.4,16.67
Flood,35110.0,Km2,37.3,48.6,38.2,40.5,1.0,12.5,5.9,220.5,72.94,96.6,91.51,"Mist, Fog, Light Rain",0.06,87.8,1021.8,37.5
Flood,35110.0,Km2,38.9,48.4,41.4,44.4,10.4,20.5,15.4,189.21,84.87,95.54,89.26,"Mist, Light Snow, Fog, Light Rain",0.1,98.0,1013.3,70.83
Flood,35110.0,Km2,27.3,48.4,33.5,36.7,0.6,22.5,6.9,231.63,82.63,94.4,88.35,"Mist, Light Snow, Rain, Fog, Light Rain, Snow",0.48,92.7,1011.1,70.83
Flood,35110.0,Km2,26.6,35.7,25.6,29.9,2.8,6.6,4.3,113.58,68.89,93.33,84.14,"Mist, Fog",0.02,26.1,1021.5,16.67
Flood,35110.0,Km2,26.7,37.6,23.2,30.8,7.0,15.9,11.9,150.67,56.72,85.29,73.66,"Mist, Rain, Fog, Light Rain",0.04,53.3,1017.6,20.83
Flood,35110.0,Km2,38.1,50.8,39.9,42.3,4.1,17.9,10.3,207.08,83.56,95.61,91.26,"Mist, Rain, Fog, Light Rain",0.15,99.5,1016.5,62.5
Flood,35110.0,Km2,41.1,48.3,43.1,44.9,5.0,12.0,8.1,212.83,88.38,97.66,93.46,"Mist, Rain, Fog, Heavy Rain, Light Rain",0.2,99.1,1022.5,54.17
Flood,35110.0,Km2,44.6,49.9,42.7,46.5,7.4,17.5,11.8,186.92,78.45,94.25,86.71,"Mist, Fog",0.0,97.3,1020.8,8.33
Flood,35110.0,Km2,34.5,48.6,39.0,41.8,1.0,17.3,7.2,263.27,81.02,95.63,89.87,"Mist, Fog, Heavy Rain, Light Rain",0.3,91.9,1022.1,58.33
Flood,35110.0,Km2,30.3,41.4,28.5,36.0,2.3,13.2,7.7,97.0,49.76,95.71,76.11,"Light Snow, Mist, Fog",0.03,36.4,1033.6,12.5
Flood,35110.0,Km2,37.8,53.5,23.4,43.3,0.8,9.7,5.8,187.65,27.67,55.97,46.04,Mist,0.0,15.6,1036.5,0.0
Flood,35110.0,Km2,40.6,51.9,34.1,45.4,0.0,8.6,3.9,146.7,41.87,85.51,65.72,"Mist, Fog",0.0,44.7,1038.8,0.0
Flood,35110.0,Km2,41.2,51.7,39.2,46.0,1.0,6.8,4.2,104.29,68.24,88.15,77.32,"Mist, Fog",0.0,24.6,1037.0,4.17
Flood,35110.0,Km2,44.1,55.5,30.5,48.9,2.5,8.3,4.7,87.46,20.26,74.08,51.9,"Mist, Fog",0.0,30.2,1032.8,4.17
Flood,35110.0,Km2,46.3,58.0,20.3,51.3,0.8,10.0,4.8,130.25,21.12,47.27,29.97,"Mist, Fog",0.0,14.8,1028.1,0.0
Flood,35110.0,Km2,44.4,55.8,20.2,48.8,6.0,11.1,8.4,130.96,25.42,40.53,32.13,"Mist, Fog",0.0,9.3,1026.7,0.0
Flood,35110.0,Km2,43.9,59.2,21.2,49.5,6.0,12.7,9.2,129.21,23.96,38.71,32.84,"Mist, Fog",0.0,3.2,1027.6,0.0
Earthquake,5.9,Richter,55.5,78.5,62.6,66.7,0.0,10.3,3.4,200.3,61.64,95.53,87.55,"Drizzle, Light Drizzle, Precipitation In Vicinity, Rain, Light Rain",0.0,73.3,1018.6,0.0
Earthquake,6.1,Richter,,,,,,,,,,,,,0.0,,,
Earthquake,7.7,Richter,,,,,,,,,,,,,0.0,,,
Earthquake,6.1,Richter,66.3,80.4,61.6,70.6,2.2,13.2,7.8,107.18,54.62,100.0,74.5,,0.0,45.7,1015.5,0.0
Flood,348.0,Km2,76.0,80.1,76.3,78.0,8.0,16.4,11.2,258.96,86.76,100.0,94.5,"Rain, Rain Showers, Heavy Rain, Light Rain",3.83,99.4,1003.6,16.67
Flood,348.0,Km2,76.2,83.6,76.2,79.4,7.8,20.0,12.8,331.5,79.45,98.41,90.05,"Rain, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Increasing",4.56,99.6,1000.9,16.67
Flood,348.0,Km2,76.2,80.0,76.1,77.8,2.8,16.8,8.5,238.54,88.59,100.0,94.68,"Rain, Thunderstorm, Rain Showers, Light Rain, Sky Coverage Increasing",7.11,100.0,999.4,16.67
Flood,348.0,Km2,77.9,87.3,76.8,81.7,0.0,7.8,4.3,224.52,70.3,97.08,85.67,"Thunderstorm, Rain Showers, Light Rain, Sky Coverage Increasing, Sky Unchanged",4.33,95.6,1000.4,12.5
Flood,348.0,Km2,77.1,83.5,76.6,79.9,0.0,12.2,3.8,171.0,76.41,97.49,89.98,"Precipitation In Vicinity, Thunderstorm, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.6,93.5,1003.6,4.17
Flood,348.0,Km2,77.1,82.2,77.6,79.1,3.8,11.8,7.7,274.54,84.64,100.0,95.23,"Rain, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",1.98,97.1,1003.5,16.67
Flood,348.0,Km2,75.5,79.8,75.2,77.3,4.6,15.7,9.2,247.88,86.17,98.67,93.34,"Rain, Thunderstorm, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Increasing",1.78,99.6,1003.9,16.67
Flood,348.0,Km2,75.7,84.7,76.0,78.9,0.4,15.2,6.2,251.96,77.38,100.0,91.03,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",1.87,93.1,1006.1,12.5
Flood,348.0,Km2,73.5,85.8,73.7,79.0,0.4,9.0,3.3,135.09,62.77,99.34,84.98,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,86.7,1010.4,0.0
Flood,348.0,Km2,75.3,81.0,74.6,77.3,0.0,10.7,3.5,89.5,80.42,99.0,91.52,"Rain, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.97,90.7,1011.7,16.67
Flood,348.0,Km2,74.4,85.8,75.8,79.3,0.4,9.4,3.4,195.64,73.08,98.89,89.59,"Precipitation In Vicinity, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.19,73.8,1012.1,12.5
Flood,348.0,Km2,75.1,85.0,75.8,80.2,0.0,9.2,3.4,173.95,75.3,97.83,87.11,"Precipitation In Vicinity, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.0,73.3,1012.1,0.0
Storm,171.0,Kph,43.6,63.5,46.7,53.3,0.6,20.2,9.0,195.63,55.47,90.5,79.55,"Mist, Rain, Light Rain, Sky Coverage Increasing",0.16,69.8,999.2,20.83
Storm,171.0,Kph,35.8,58.6,33.9,48.0,1.9,32.4,20.0,265.79,39.38,81.0,59.07,"Light Snow, Rain, Heavy Rain, Light Rain, Sky Coverage Increasing",0.09,61.8,1000.1,16.67
Storm,171.0,Kph,33.3,51.5,32.3,40.0,0.4,16.9,6.2,205.43,41.14,86.03,75.07,"Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.01,56.4,998.9,4.17
Storm,171.0,Kph,34.9,44.1,32.8,39.8,9.0,19.7,12.6,276.54,71.17,90.79,76.03,"Snow And Rain Showers, Drizzle, Light Snow, Rain, Rain Showers, Light Rain, Snow",0.22,73.2,1006.6,20.83
Flood,19410.0,Km2,40.7,50.3,40.7,45.4,0.0,6.7,2.1,158.24,62.58,93.29,84.19,Sky Coverage Increasing,0.0,87.5,,0.0
Flood,19410.0,Km2,36.6,49.4,36.0,41.5,0.0,6.7,2.9,228.5,59.12,95.17,81.4,"Fog, Light Rain",0.17,91.7,,12.5
Flood,19410.0,Km2,34.8,42.2,34.7,37.1,0.0,2.2,1.1,195.83,79.32,95.8,90.99,"Mist, Fog, Light Rain",0.12,89.2,,8.33
Flood,19410.0,Km2,34.4,43.4,34.5,38.4,0.0,4.5,1.8,170.0,72.93,93.16,85.96,"Mist, Rain, Light Rain",0.01,90.0,,4.17
Flood,14540.0,Km2,68.2,85.0,71.1,77.5,0.0,11.5,5.3,129.54,66.55,97.74,81.79,"Mist, Fog, Sky Coverage Increasing, Smoke Or Haze",0.0,49.0,1015.0,0.0
Flood,14540.0,Km2,68.1,82.7,69.9,76.6,0.0,9.5,4.8,106.47,63.77,98.25,80.72,"Mist, Smoke Or Haze",0.0,47.1,1017.5,0.0
Flood,14540.0,Km2,69.9,79.3,71.8,73.8,0.0,9.0,3.1,94.42,79.78,100.0,93.61,"Mist, Precipitation In Vicinity, Rain, Heavy Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.25,77.0,1018.2,29.41
Flood,14540.0,Km2,67.3,82.7,70.0,75.9,0.0,14.3,7.4,107.56,68.1,99.49,82.74,"Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.28,54.2,1018.1,16.67
Flood,14540.0,Km2,70.5,84.0,70.0,77.2,0.0,16.1,8.5,101.2,57.65,98.0,79.76,"Mist, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.04,58.4,1017.8,11.76
Flood,14540.0,Km2,68.1,81.8,70.3,75.9,0.0,13.7,6.8,109.13,68.79,98.64,83.61,"Mist, Rain, Sky Coverage Increasing, Smoke Or Haze",0.01,60.1,1018.2,6.25
Flood,14540.0,Km2,62.8,82.6,67.8,75.5,0.0,12.2,6.7,106.67,62.65,100.0,78.14,"Mist, Sky Coverage Decreasing, Smoke Or Haze",0.0,57.0,1019.1,0.0
Flood,14540.0,Km2,69.5,81.4,70.0,76.4,1.9,12.3,7.1,94.0,65.5,98.17,81.24,"Mist, Light Rain, Smoke Or Haze",0.01,55.9,1019.1,6.25
Flood,14540.0,Km2,64.5,74.4,70.2,71.1,0.0,8.7,4.0,147.21,89.39,100.0,97.15,"Precipitation In Vicinity, Rain, Heavy Rain, Light Rain, Sky Coverage Increasing",0.25,89.7,1018.9,36.84
Flood,1186000.0,Km2,,,,,,,,,,,,,0.0,,,
Flood,132800.0,Km2,51.9,62.7,45.0,56.1,0.0,15.0,9.2,191.05,45.08,81.76,67.43,"Rain, Light Rain",0.0,80.4,1008.2,0.0
Flood,132800.0,Km2,45.2,54.2,37.4,50.2,11.4,32.2,19.9,270.0,45.01,93.51,63.09,"Rain, Smoke Or Haze",0.0,63.3,1008.0,0.0
Flood,132800.0,Km2,48.3,59.1,27.9,53.2,6.9,11.4,9.5,283.33,22.99,53.31,39.37,,0.0,4.4,1024.8,0.0
Flood,132800.0,Km2,39.3,68.6,29.9,51.7,4.7,13.9,9.5,235.42,9.68,86.81,49.89,,0.0,12.0,1022.6,0.0
Flood,132800.0,Km2,44.7,73.5,36.4,57.5,0.0,12.8,8.5,223.64,15.06,76.79,49.98,,0.0,32.5,1016.8,0.0
Flood,132800.0,Km2,44.7,68.1,34.6,57.5,0.0,13.9,8.7,218.24,21.97,75.87,46.62,,0.0,27.5,1012.6,0.0
Flood,132800.0,Km2,48.3,64.7,29.6,57.3,0.0,31.1,13.8,96.0,12.87,76.2,41.51,Smoke Or Haze,0.0,15.3,1012.4,0.0
Flood,132800.0,Km2,42.9,59.3,26.5,51.9,0.0,13.9,7.5,128.24,12.23,70.31,41.99,,0.0,6.9,1020.4,0.0
Flood,72650.0,Km2,,,,,,,,,,,,,0.0,,,
Flood,15150.0,Km2,69.1,84.3,72.0,76.2,0.0,11.1,6.9,128.0,72.31,99.41,87.49,"Mist, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.29,54.1,1016.3,18.75
Flood,15150.0,Km2,69.2,85.5,71.6,77.8,1.4,10.7,6.1,111.29,67.11,98.9,81.97,"Mist, Precipitation In Vicinity, Sky Coverage Increasing, Smoke Or Haze",0.0,40.3,1015.9,0.0
Flood,15150.0,Km2,67.3,84.9,70.7,77.3,0.0,9.7,5.6,148.71,65.49,97.02,80.93,Smoke Or Haze,0.0,40.4,1018.8,0.0
Flood,15150.0,Km2,67.0,74.1,69.2,71.5,5.7,17.2,11.9,173.88,87.39,99.34,92.54,"Precipitation In Vicinity, Rain, Light Rain, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",0.41,92.4,1020.9,37.5
Flood,15150.0,Km2,65.3,76.1,65.6,71.0,3.0,32.2,14.0,139.11,71.58,98.81,83.32,"Precipitation In Vicinity, Rain, Heavy Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.16,94.8,1022.3,16.67
Flood,15150.0,Km2,66.3,74.4,67.9,71.4,5.8,23.0,15.1,118.38,77.55,95.72,88.86,"Precipitation In Vicinity, Rain, Heavy Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",0.4,93.4,1021.9,31.25
Flood,15150.0,Km2,68.1,75.2,69.9,71.8,0.0,20.2,10.5,117.53,88.01,100.0,93.78,"Precipitation In Vicinity, Rain, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",0.25,88.5,1019.6,27.78
Flood,15150.0,Km2,68.1,75.7,69.7,71.9,0.0,16.3,9.4,64.07,80.88,100.0,93.07,"Mist, Precipitation In Vicinity, Rain, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.42,89.0,1018.7,27.78
Flood,15150.0,Km2,68.1,73.9,69.8,70.8,0.0,16.8,8.6,111.94,90.33,100.0,96.48,"Mist, Precipitation In Vicinity, Rain, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Increasing",0.52,90.6,1019.7,33.33
Flood,15150.0,Km2,67.3,77.9,69.4,73.1,0.0,16.6,8.9,124.12,74.88,99.25,88.4,"Precipitation In Vicinity, Rain, Heavy Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",0.81,76.0,1020.5,27.78
Flood,15150.0,Km2,65.1,81.9,66.7,74.6,0.0,13.2,7.2,130.67,60.08,97.12,77.69,"Mist, Fog, Smoke Or Haze",0.76,40.0,1019.5,6.25
Flood,188200.0,Km2,41.1,56.6,44.8,47.5,0.0,18.7,6.3,189.5,82.38,95.29,90.4,"Rain, Rain Showers",0.0,89.8,1006.7,0.0
Flood,188200.0,Km2,48.5,53.9,45.2,51.6,6.9,17.3,12.7,226.57,69.45,94.74,79.28,"Thunderstorm, Rain Showers, Sky Coverage Increasing, Sky Unchanged",0.0,95.5,1001.6,0.0
Flood,188200.0,Km2,48.5,57.3,48.0,51.5,2.2,11.4,6.5,251.43,74.32,95.39,88.09,"Rain Showers, Sky Coverage Increasing",0.0,94.3,1011.2,0.0
Flood,188200.0,Km2,44.8,52.3,47.7,49.6,2.2,8.8,5.2,197.5,86.66,98.0,93.48,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,81.5,1012.0,0.0
Flood,188200.0,Km2,43.4,59.1,43.9,49.3,2.2,23.0,9.9,231.43,59.21,96.0,82.86,Rain Showers,0.0,85.7,1009.3,0.0
Flood,188200.0,Km2,44.3,47.6,44.2,46.0,2.2,11.4,8.8,232.86,86.43,95.32,93.36,"Rain Showers, Sky Unchanged",0.0,92.6,1011.0,0.0
Flood,188200.0,Km2,43.0,50.6,42.8,46.4,6.9,20.8,11.9,235.88,71.16,94.39,87.52,"Rain Showers, Sky Coverage Increasing",0.0,97.5,1017.2,0.0
Flood,188200.0,Km2,40.0,58.9,43.6,49.2,3.4,9.2,6.2,140.75,54.95,94.87,82.22,Sky Coverage Increasing,0.0,36.7,1024.0,0.0
Flood,188200.0,Km2,36.8,68.3,43.5,51.7,2.2,9.2,6.1,155.38,50.85,95.82,76.36,,0.0,13.1,1023.8,0.0
Flood,188200.0,Km2,41.1,65.9,46.6,50.8,2.2,7.9,5.3,202.83,63.75,95.97,86.82,,0.0,73.1,1026.2,0.0
Flood,188200.0,Km2,51.7,69.5,50.1,60.8,2.2,8.4,4.1,150.0,51.04,93.56,69.48,,0.0,40.0,1020.6,0.0
